fechaHora,url,estado,mensajeError
2024-12-09 11:07:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:08:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:09:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:10:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:11:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:12:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:13:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:14:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:15:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:16:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:17:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)2024-12-09 11:18:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:19:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:20:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:21:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:22:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:23:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:24:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)2024-12-09 11:34:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:35:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
2024-12-09 11:36:00,https://bicotiza.bi.com.gt,UNABLE_TO_VERIFY_LEAF_SIGNATURE,Certificado SSL no verificado (UNABLE_TO_VERIFY_LEAF_SIGNATURE)
